id,title,duration,mpa,rating,votes,méta_score,description,movie_link,writers,directors,stars,budget,opening_weekend_gross,gross_worldwide,gross_us_canada,release_date,countries_origin,filming_locations,production_companies,awards_content,genres,languages
tt0123248,Run Chrissie Run!,1h 30m,PG,5.5,102,,"The action moves along quickly in this made-for-television drama about Eve, an ex-terrorist from Germany who is forced to escape to Australia with her teenage daughter Chrissie when she is sought by Riley, a lover from 17 years in the past. In turn, the IRA has sent two members after Riley because he shot an IRA soldier and must pay the consequences. The two IRA operatives looking for Riley come across a really nasty biker who wants vengeance on Eve for setting his car on fire -- and the three men finally track her and Chrissie to the wine-growing country of Barossa Valley. The final denouement is about to explode, as Riley also arrives on the scene. With under-par acting and a patchy plot, this film was never released theatrically.",https://www.imdb.com/title/tt0123248/,"['Graham Hartley', 'Keith Leopold']",['Chris Langman'],"['Carmen Duncan', 'Michael Aitkens', 'Shane Briant', 'Red Symons', 'Nicholas Eadie', 'Annie Jones', 'David Clencie', 'Peter Stratford', 'Glenn Boswell', 'Hans Van Gyen']","A$1,646,000 (estimated)",,,,17-05-1984,['Australia'],"['Marananga, South Australia, Australia']",['The South Australian Film Corporation'],,"['Teen Romance', 'Action', 'Adventure', 'Crime', 'Drama', 'Romance']",['English']
tt0076330,Lost in the Wild,1h 33m,,6,74,,A twelve year old boy and a common criminal are being transported in the same ship from England to Australia in the last century. When the ship wrecked they happen to be the only survivors of the catastrophe. Now they have to get along with each other and finally become friends.,https://www.imdb.com/title/tt0076330/,['Colin Drake'],['David Waddington'],"['Sean Kramer', 'Brett Maxworthy', 'Lionel Long', 'Jack Allen', 'Spike Milligan', 'Shirley Cameron', 'Jackie Rees', 'Robert Quilter', 'Rob Steele', 'Danny Adcock']",,,,,16-12-1976,"['Australia', 'United States']",,"['Columbia Pictures', 'The Australian Film Commission']",,"['Adventure', 'Western']",['English']
tt0178868,Ringu,1h 36m,Not Rated,7.2,81K,,"When her niece is found dead along with three friends after viewing a supposedly cursed videotape, reporter Reiko sets out to investigate. She finds the tape, watches it and receives a phone call informing her that she'll die in a week.",https://www.imdb.com/title/tt0178868/,"['Hiroshi Takahashi', 'Kôji Suzuki']",['Hideo Nakata'],"['Nanako Matsushima', 'Miki Nakatani', 'Yûko Takeuchi', 'Hitomi Satô', 'Yôichi Numata', 'Yutaka Matsushige', 'Katsumi Muramatsu', 'Rikiya Ôtaka', 'Masako', 'Daisuke Ban']","$1,200,000 (estimated)",,"$362,944",,31-01-1998,['Japan'],,"['Basara Pictures', 'Toho', 'Imagica']",,"['Supernatural Horror', 'Horror', 'Mystery']",['Japanese']
tt0106323,Auntie Lee's Meat Pies,1h 40m,R,5.1,1.1K,,"A devil-worshiping woman sends out her four beautiful nieces to lure men back to her place so they can be killed, ground up and sold as meat pies.",https://www.imdb.com/title/tt0106323/,"['Joseph F. Robertson', 'Gerald Stein']",['Joseph F. Robertson'],"['Karen Black', 'Pat Morita', 'Kristine Rose', 'Michael Berryman', 'Pat Paulsen', 'Huntz Hall', 'Ava Fabian', 'Richard Vidan', 'David Parry', 'Teri Weigel']",,,,,21-10-1992,['United States'],"['Fullerton, California, USA (Location)']",['Steiner Films'],,"['Parody', 'Slasher Horror', 'Comedy', 'Fantasy', 'Horror']",['English']
tt0107492,The Making of '...and God Spoke',1h 22m,R,6.6,964,,A documentary on the making of a big budget Bible picture. This is a spoof that shows the inside action on a film set where everything that could possibly go wrong goes wrong,https://www.imdb.com/title/tt0107492/,"['Arthur Borman', 'Mark Borman', 'Greg Malins']",['Arthur Borman'],"['Michael Riley', 'Stephen Rappaport', 'Tamara Mello', 'Ashlie Rhey', 'Monique Parent', 'Tori Sinclair', 'Jen Kuo Sung', 'Daniel Tisman', 'Tino Orsini', 'Jason Edwards']",,"$18,886","$58,484","$58,484",27-04-1994,['United States'],,['Brookwood Entertainment'],,"['Parody', 'Comedy']",['English']
tt0031621,"Mandrake, the Magician",3h 35m,Approved,6.3,219,,"Mandrake and his assistant Lothar are working the cruise lines and make the acquaintance of Professor Houston who has developed a radium energy machine, which is much coveted by a masked Crime Lord known as ""The Wasp"".",https://www.imdb.com/title/tt0031621/,"['Joseph F. Poland', 'Basil Dickey', 'Ned Dandy']","['Norman Deming', 'Sam Nelson']","['Warren Hull', 'Doris Weston', 'Al Kikume', 'Rex Downing', 'Edward Earle', 'Forbes Murray', 'Kenneth MacDonald', 'Don Beddoe', 'Dick Curtis', 'John Tyrrell']",,,,,06-05-1939,['United States'],,['Columbia Pictures'],,"['Superhero', 'Action', 'Adventure', 'Crime', 'Family']",['English']
tt0407828,Gobernador,1h 44m,,,,,,https://www.imdb.com/title/tt0407828/,"['Antonio B. Pascua', 'Agustin dela Cruz']",['Romy Suzara'],"['Eddie Garcia', 'Pinky De Leon', 'Dante Rivero', 'Rez Cortez', 'Lito Legaspi', 'Patrick Dela Rosa', 'Beverly Vergel', 'Bing-Bing Prieto', 'Berting Labra', 'Bomber Moran']",,,,,29-10-1992,['Philippines'],,"['Filmstar Productions', 'Stellar Film']",,['Action'],"['Filipino', 'Tagalog']"
tt0069528,Young Winston,2h 4m,PG,6.7,3.1K,,"Complex family relationships, as well as a combat experience, form the personality of the future world-known politician.",https://www.imdb.com/title/tt0069528/,"['Winston Churchill', 'Carl Foreman']",['Richard Attenborough'],"['Simon Ward', 'Robert Shaw', 'Peter Cellier', 'Ronald Hines', 'Dino Shafeek', 'John Mills', 'Anne Bancroft', 'Russell Lewis', 'Pat Heywood', 'Laurence Naismith']",,,,"$4,687,000",21-07-1972,['United Kingdom'],"['Blenheim Palace, Woodstock, Oxfordshire, England, UK']",['Open Road Films (II)'],,"['Docudrama', 'Period Drama', 'Biography', 'Drama', 'War']",['English']
tt0015338,The Sixth Commandment,1h,,6.4,16,,"John loves Marian, engaged to unfaithful Robert. Marian breaks engagement after learning of Robert's infidelity. John goes to war, returns blinded. Robert dies, John and Marian accused of murder.",https://www.imdb.com/title/tt0015338/,"['Merritt Crawford', 'Arthur Hoerl']",['Christy Cabanne'],"['William Faversham', 'Charlotte Walker', 'John Boles', 'Kathleen Martyn', 'Neil Hamilton', 'Coit Albertson', 'Sara Wood', 'Consuelo Flowerton', 'Charles Emmett Mack', 'Edmund Breese']",,,,,01-06-1924,['United States'],,['Encore Pictures'],,['Drama'],['None']
tt0085588,Getting It On,1h 36m,R,3.6,372,,"An ordinary sex-starved teenager and his friends start secretly video recording high school girls and their activity irks the community, as well as their principal.",https://www.imdb.com/title/tt0085588/,['William Olsen'],['William Olsen'],"['Martin Yost', 'Heather Kennedy', 'Jeff Edmond', 'Kathy Brickmeier', 'Mark Alan Ferri', 'C.K. Bibby', 'Terry Loughlin', 'Caroline McDonald', 'Sue Satoris', 'Kim Saunders']","$220,000 (estimated)","$975,414","$975,414","$975,414",19-08-1983,['United States'],"['North Carolina, USA']",['Seventh Avenue Films'],,['Comedy'],['English']
tt0176345,Zlaté kapradí,1h 55m,,7,166,,"Czech fairy tale about a shepherd who finds a golden fern with magical powers. He can ensure his continued happiness if he does the right thing, but will he?",https://www.imdb.com/title/tt0176345/,"['Jan Drda', 'Jirí Weiss']",['Jirí Weiss'],"['Vít Olmer', 'Daniela Smutná', 'Karla Chadimová', 'Frantisek Smolík', 'Radoslav Brzobohatý', 'Zdenek Braunschläger', 'Cestmír Randa', 'Josef Bek', 'Otomar Krejca', 'Bohumil Svarc']",,,,,22-11-1963,['Czechoslovakia'],,['Ceskoslovenský Státní Film'],,"['Fairy Tale', 'Adventure', 'Fantasy', 'Romance']",['Czech']
tt0111248,South Beach Academy,1h 31m,R,3.7,704,,"What do you do when the future of your school, your family, and your fortune all rest on the performance of the school's all-female volleyball team? It's up to two brothers and a steamy student body to save the day.",https://www.imdb.com/title/tt0111248/,['Bill Milling'],['Joe Esposito'],"['Keith Coulouris', 'Elizabeth Kaitan', 'Corey Feldman', 'Al Lewis', 'James Hong', 'Lorelei Leslie', 'Julie Cialini', 'Marcus Mueller', 'Amy Lynn Rosenthal', 'Ute Weigel']",,,,,24-09-1996,['United States'],"['Broward County, Florida, USA']",['Future Films'],,['Comedy'],['English']
tt0039504,Ivy,1h 39m,Approved,7,1.2K,,"An Edwardian belle meets a rich bachelor, but what to do about her husband and her lover?",https://www.imdb.com/title/tt0039504/,"['Charles Bennett', 'Marie Belloc Lowndes']",['Sam Wood'],"['Joan Fontaine', 'Patric Knowles', 'Herbert Marshall', 'Richard Ney', 'Cedric Hardwicke', 'Lucile Watson', 'Sara Allgood', 'Henry Stephenson', 'Rosalind Ivan', 'Lilian Fontaine']",,,,,03-09-1947,['United States'],"['Universal Studios - 100 Universal City Plaza, Universal City, California, USA (Studio)']",['Interwood Productions'],,"['Crime', 'Drama', 'Thriller']",['English']
tt7681824,We the Animals,1h 34m,R,6.9,4.7K,80,"Manny, Joel, and Jonah tear their way through childhood and push against the volatile love of their parents. As Manny and Joel grow into versions of their father and Ma dreams of escape, Jonah embraces an imagined world all on his own.",https://www.imdb.com/title/tt7681824/,"['Justin Torres', 'Daniel Kitrosser', 'Jeremiah Zagar']",['Jeremiah Zagar'],"['Evan Rosado', 'Raúl Castillo', 'Sheila Vand', 'Isaiah Kristian', 'Josiah Gabriel Santiago', 'Giovanni Pacciarelli', 'Moe Isaac', 'Michael Pemberton', 'Amelia Campbell', 'Mickey Anthony']",,"$63,357","$434,743","$400,961",17-08-2018,['United States'],,"['Cinereach', 'Public Record']",,['Drama'],['English']
tt0316188,Raising Victor Vargas,1h 28m,R,7.2,5.8K,83,"A Lower East Side teen-ager struggles to find some sanity while surrounded by an eccentric grandmother, a crazy new girlfriend, and a longing younger brother.",https://www.imdb.com/title/tt0316188/,"['Peter Sollett', 'Eva Vives']",['Peter Sollett'],"['Victor Rasuk', 'Donna Maldonado', 'Kevin Rivera', 'Krystal Rodriguez', 'Judy Marte', 'Melonie Diaz', 'Matthew Roberts', 'Alexander Garcia', 'John Ramos', 'Theresa Martinez']","$800,000 (estimated)","$33,166","$2,816,116","$2,078,661",02-05-2003,"['France', 'United States']","['Lower East Side, Manhattan, New York City, New York, USA']","['Canal+', 'Forensic Films', 'StudioCanal']",,"['Drama', 'Romance']","['English', 'Spanish']"
tt0071521,Freebie and the Bean,1h 53m,R,6.6,3.8K,,"Two reckless San Francisco police detectives finally obtain evidence against a local crime boss, and while waiting for a witness to arrive before making an arrest, they have to discreetly guard his life against an assassination attempt.",https://www.imdb.com/title/tt0071521/,"['Robert Kaufman', 'Floyd Mutrux']",['Richard Rush'],"['Alan Arkin', 'James Caan', 'Loretta Swit', 'Jack Kruschen', 'Mike Kellin', 'Paul Koslo', 'Linda Marsh', 'John Garwood', 'Alex Rocco', 'Valerie Harper']","$3,000,000 (estimated)",,,,25-12-1974,['United States'],"['Candlestick Park - 602 Jamestown Avenue, San Francisco, California, USA']",['Warner Bros.'],,"['Buddy Comedy', 'Buddy Cop', 'Dark Comedy', 'Satire', 'Action', 'Comedy', 'Crime', 'Drama']","['English', 'Spanish']"
tt0059792,Planet of the Vampires,1h 28m,Not Rated,6.2,7.6K,,"After landing on a mysterious planet, a team of astronauts begin to turn on each other, swayed by the uncertain influence of the planet and its strange inhabitants.",https://www.imdb.com/title/tt0059792/,"['Renato Pestriniero', 'Ib Melchior', 'Alberto Bevilacqua']",['Mario Bava'],"['Barry Sullivan', 'Norma Bengell', 'Ángel Aranda', 'Evi Marandi', 'Franco Andrei', 'Federico Boido', 'Stelio Candelli', 'Alberto Cevenini', 'Mario Morales', 'Ivan Rassimov']","$200,000 (estimated)",,,,27-10-1965,"['Italy', 'Spain']","['Cinecittà Studios, Cinecittà, Rome, Lazio, Italy (Studio)']","['Italian International Film', 'Castilla Cooperativa Cinematográfica']",,"['Space Sci-Fi', 'Vampire Horror', 'Action', 'Adventure', 'Horror', 'Sci-Fi']","['Italian', 'English']"
tt28308341,Radical Wolfe,1h 16m,,7.2,326,65,"With a distinctive style all his own, author and journalist Tom Wolfe reshapes how American stories are told.",https://www.imdb.com/title/tt28308341/,['Michael Lewis'],['Richard Dewey'],"['Christopher Buckley', 'Niall Ferguson', 'Jon Hamm', 'Tom Junod', 'Michael Lewis', 'Lynn Nesbit', 'Gail Sheehy', 'Gay Talese', 'Emily Witt', 'Tom Wolfe']",$1 (estimated),"$7,923","$39,623","$39,623",31-10-2023,['United States'],,,,['Documentary'],['English']
tt0183572,Nessa no chikai (Zenpen; Kôhen),,,5.4,11,,,https://www.imdb.com/title/tt0183572/,"['Kazuo Hasegawa', 'Ureo Egawa', 'Isamu Etô']",['Kunio Watanabe'],"['Kazuo Hasegawa', 'Ureo Egawa', 'Isamu Etô', 'Susumu Fujita', 'Taizô Fukami', 'Kyôzô Fuyuki', 'Koji Hara', 'Seishirô Hara', 'Feng Hua', 'Heikurô Imanari']",,,,,25-12-1940,['Japan'],,,,,['Japanese']
tt0031045,Angels Wash Their Faces,1h 26m,Approved,6,606,,"A former inmate tries to start anew but gets entangled with mobsters and crooked officials, leading to his false accusation of arson and homicide. His struggle to clear his name and break free from the criminal underworld unfolds.",https://www.imdb.com/title/tt0031045/,"['Michael Fessier', 'Niven Busch', 'Robert Buckner']",['Ray Enright'],"['Ann Sheridan', 'Billy Halop', 'Bernard Punsly', 'Leo Gorcey', 'Huntz Hall', 'Gabriel Dell', 'Bobby Jordan', 'Ronald Reagan', 'Bonita Granville', 'Frankie Thomas']",,,,,26-08-1939,['United States'],"['Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA (Studio)']",['Warner Bros.'],,"['Drama', 'Romance']",['English']
tt4507018,Kachha Yauvan,1h 36m,Not Rated,,,,,https://www.imdb.com/title/tt4507018/,"['Lakshmi Musari', 'Sarika Salunkhe', 'Joe Simpson']",['Jai Simha Musari'],"['Lakshmi Musari', 'Sarika Salunkhe', 'Joe Simpson']",,,,,01-01-1993,['India'],,,,['Thriller'],['Hindi']
tt0041270,Four Against the World,1h 40m,,7.3,33,,"This acclaimed crime-drama by Director Alejandro Galindo, (and co-directed by actor Jose Pulido, also one of this film's stars), is considered the prototypical example of ""Cine Negra Mexicano, otherwise known as Mexican Film Noir, with a unique shadowy, black and white focus on its usual subjects-namely gangsters, cops, and good-girls-gone-bad. It tells the story of four gangsters who successfully ambush and rob a money transport vehicle, but not without killing its occupants in the process. After eluding the police, the quartet must hide out in the attic of a home belonging to one of their co-conspirator's mistresses. Their escape plans, nerves and fellowship all start to fracture, as the four must lie low in hot, cramped and dank conditions. Restored versions of Cuatro Contra el Mundo were featured at both the 65th Berlin International Film Festival in 2015, and the 12th annual FICM Mexican Cine Negra series, in collaboration with the Film Library of UNAM, Televisa Foundation, and the Nationale Cinematheque.",https://www.imdb.com/title/tt0041270/,"['Alejandro Galindo', 'Gunther Gerszo']",['Alejandro Galindo'],"['Víctor Parra', 'Leticia Palma', 'Tito Junco', 'José Pulido', 'Manuel Dondé', 'Conchita Gentil Arcos', 'Salvador Quiroz', 'Sara Montes', 'José Elías Moreno', 'Bruno Márquez']",,,,,06-04-1950,['Mexico'],['Mexico'],['Producciones Azteca'],,"['Crime', 'Drama', 'Thriller']",['Spanish']
tt0128909,Aaram,,,7,61,,"Leela attracts painter Shyam, prince Kumar, and hoodlum Bhagwan. Shyam cons people. Rani Sita introduces Kumar to Leela; he loves her. Kumar and Sita help Shyam win Leela. Bhagwan kidnaps Leela, refuses ransom, wants her for himself.",https://www.imdb.com/title/tt0128909/,"['Dev Anand', 'Madhubala', 'Talat Mahmood']",['D.D. Kashyap'],"['Dev Anand', 'Madhubala', 'Talat Mahmood', 'Premnath Malhotra', 'Durga Khote', 'Manmohan Krishna', 'Ramayan Tiwari', 'Hiralal', 'Tabassum Govil', 'Leela Mishra']",,,,,01-01-1951,['India'],,['Kashyap Productions'],,['Romance'],['Hindi']
tt0054618,Alye parusa,1h 28m,,7,729,,"A little girl Assol met a wizard and it has been foretold: ""... it will be a fine sunny day when a beautiful ship under scarlet sail comes and the noble prince will take you away from here. He'll take you to the world of your dreams, where you will be loved and happy."" The neighbours told jokes about her, children teased her, but she waited for her prince. She trusted in the miracles and waited. Arthur Gray's rule was ""if you can make a miracle, do it!"". And he made a miracle for the wonderful romantic girl.",https://www.imdb.com/title/tt0054618/,"['Alexander Grin', 'Aleksei Nagornyj', 'Aleksandr Yurovsky']",['Aleksandr Ptushko'],"['Anastasiya Vertinskaya', 'Vasiliy Lanovoy', 'Yelena Cheremshanova', 'Aleksandr Lupenko', 'Ivan Pereverzev', 'Sergey Martinson', 'Nikolay Volkov', 'Sergei Romodanov', 'Oleg Anofriev', 'Pavel Volkov']",,,,,07-06-1961,['Soviet Union'],"['Yalta, Crimea, Ukraine']",['Mosfilm'],,"['Drama', 'Fantasy', 'Romance']",['Russian']
tt0379502,Ram Bhakta Hanuman,,,7,22,,"Lankeshwar Ravan abducts Devi Maa Sita from Panchvati during their 14-year exile, defeating Jatayu, who lives long enough to inform Sita's husband, Bhagwan Shri Ram, and his brother, Lakshman, that Sitaji has been forcibly taken in the Southern direction in Ravanji's flying chariot. Shri Ramji enlists the help of Bhagwan Shri Hanuman initially by slaying his brother, Bali, who had dethroned Sugreev and abducted his wife. The search then commences for Sitaji with Hanumanji leaping across the seas to Lanka, killing Ravan's son, Akshaye, and passing on Ramji's message to Sitaji, who is being held in the Ashok Vatica and refuses to give in to Ravan's demands as she is fully aware that he is cursed and will be torn in seven pieces if he dares to molest any woman against her wish. After being captured by Ravan's son, Meghnath, Hanuman does escape, but not before setting Lanka afire with his tail. Ramji, along with an army of apes and bears, descends upon Lanka, kills Ravan's brother, Khumbakaran; while Hanumanji resurrects Lakshman, who was fatally wounded by Meghnath. Lakshman eventually kills Meghnath, while Ramji, with the help of Ravan's brother, Vibhishan, kills 10-headed Ravan. After letting Sitaji sit on a fire-lit pyre to ensure her purification, they return triumphantly to Ayodhaya where Ramji is crowned king. Watch what happens when Hanumanji knowingly insults Sitaji and the impact this has on Ramji and his Darbar.",https://www.imdb.com/title/tt0379502/,"['Trilok Kapoor', 'Sona Chatterjee', 'Amarnath']",['Homi Wadia'],"['Trilok Kapoor', 'Sona Chatterjee', 'Amarnath', 'Shree Bhagwan', 'Dalpat', 'Prabhash Joshi', 'Kamal Kumar', 'Leela Kumari', 'Kanchan Mura', 'Patel']",,,,,01-01-1948,['India'],,['Basant Pictures'],,"['Action', 'Adventure', 'Fantasy', 'History']",['Hindi']
033519,Dead Men Tell,1h 1m,Approved,6.9,1.4K,,"A treasure map in four pieces, the ghost of a hanged pirate, a talking parrot, and a ship full of red herrings complicate Charlie's search for a murderer on board a docked ship.",https://www.imdb.com/title/tt0033519/,"['John Francis Larkin', 'Earl Derr Biggers']",['Harry Lachman'],"['Sidney Toler', 'Sheila Ryan', 'Robert Weldon', 'Victor Sen Yung', 'Donald Douglas', 'Kay Aldridge', 'Paul McGrath', 'George Reeves', 'Truman Bradley', 'Ethel Griffies']",,,,,28-03-1941,['United States'],"['20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA (Studio)']",['Twentieth Century Fox'],,"['Crime', 'Mystery']",['English']
tt0011874,A Woman in Grey,3h 55m,,6.7,63,,"After the murder of Mrs. Haynes, resident of the old Armory homestead, there is an ever increasing intensity of the struggle for possession of the Amory code, in which lies the secret of the Amory fortune.",https://www.imdb.com/title/tt0011874/,"['Walter R. Hall', 'A.M. Williamson', 'C.N. Williamson']",['James Vincent'],"['Arline Pretty', 'Henry G. Sell', 'Fred C. Jones', 'John Heenan', 'Margaret Fielding', 'Ann Brody', 'Jane Mair', 'Jack Newton', 'J.W. Driscoll', 'Jack Manning']",,,,,22-01-1920,['United States'],"['Wilkes-Barre, Pennsylvania, USA']",['Serico Producing Company Inc.'],,['Drama'],"['None', 'English']"
tt0024075,Goodbye Again,1h 6m,Unrated,6.3,666,,Flirtatious mix-ups abound when a celebrated novelist tangles with an old flame and her befuddled husband in Cleveland. Will his savvy secretary save his neck if she is secretly in love with him also?,https://www.imdb.com/title/tt0024075/,"['George Haight', 'Allan Scott', 'Ben Markson']",['Michael Curtiz'],"['Warren William', 'Joan Blondell', 'Genevieve Tobin', 'Hugh Herbert', 'Wallace Ford', 'Helen Chandler', 'Hobart Cavanaugh', 'Ray Cooke', 'Jay Ward', 'Ruth Donnelly']",,,,,09-09-1933,['United States'],"['Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA (Studio)']",['First National Pictures'],,"['Farce', 'Comedy', 'Romance']",['English']
tt0015460,Violettes impériales,2h,,4.3,27,,,https://www.imdb.com/title/tt0015460/,['Henry Roussel'],['Henry Roussel'],"['Raquel Meller', 'Suzanne Bianchetti', 'André Roanne', 'Jeanne Even', ""Jimmy O'Kelly"", 'Claude France', 'Roger San Juana', 'Robert Guilbert', 'Sylviane de Castillo', 'Mademoiselle Farnèse']",,,,,03-02-1924,['France'],"['Sevilla, Andalucía, Spain']",['Productions Henry Roussell'],,"['Adventure', 'Comedy']",['None']
tt0469062,Danika,1h 19m,R,5.5,4K,,Danika's fears for her children are manifested in premonitions of death and disaster.,https://www.imdb.com/title/tt0469062/,['Joshua Leibner'],['Ariel Vromen'],"['Marisa Tomei', 'Hannah Marks', 'Guy Camilleri', 'Akuyoe Graham', 'Ori Pfeffer', 'Jeffrey Nicholas Brown', 'Craig Bierko', 'Kyle Gallner', 'Nicki Prian', 'Ridge Canipe']","$5,000,000 (estimated)",,,,10-06-2005,['United States'],"['Baltimore, Maryland, USA (cheapfrill)']","['Blue Omega Entertainment', 'Danika LLC', 'Roberts/David Films']",,"['Drama', 'Horror', 'Mystery', 'Thriller']",['English']
tt0070655,The House That Vanished,1h 36m,R,5,686,,A young model and her petty thief boyfriend find their way through the English fog to a backwoods manor in hopes of looting it. What they find instead is murder.,https://www.imdb.com/title/tt0070655/,['Derek Ford'],['José Ramón Larraz'],"['Andrea Allan', 'Karl Lanchbury', 'Maggie Walker', 'Peter Forbes-Robertson', 'Judy Matheson', 'Annabella Wood', 'Alex Leppard', 'Lawrence Keane', 'Edmund Pegge', 'Daphne Lea']",,,,,03-10-1974,"['United Kingdom', 'Spain']","['Essex, England, UK']","['Blackwater Film Productions Ltd.', 'Hallmark Channel']",,"['Crime', 'Horror']",['English']
tt0026133,Branded a Coward,58m,Approved,5.5,137,,"Johnny Hume witnesses the slaughter of his family at age six. When he grows into manhood, will he be able to seek his vengeance?",https://www.imdb.com/title/tt0026133/,"['Richard Martinsen', 'Earle Snell']",['Sam Newfield'],"['Johnny Mack Brown', 'Billie Seward', 'Syd Saylor', 'Lloyd Ingraham', 'Lee Shumway', 'Roger Williams', 'Frank McCarroll', 'Yakima Canutt', 'Mickey Rentschler', 'Rex Downing']",,,,,01-07-1935,['United States'],"['Kern River, California, USA']",['Supreme Pictures'],,"['Drama', 'Western']",['English']
tt0158136,The Radio Detective,3h 18m,Passed,6.1,28,,,https://www.imdb.com/title/tt0158136/,"['Arthur B. Reeve', 'Carl Krusada']","['William James Craft', 'William A. Crinley']","['Jack Dougherty', 'Margaret Quimby', 'Jack Mower', 'Wallace Baldwin', 'Howard Enstedt', 'John T. Prince', 'Florence Allen', 'Sammy Gervon', 'Buck Connors', 'George Williams']",,,,,25-04-1926,['United States'],,['Universal Pictures'],,"['Action', 'Adventure', 'Mystery', 'Romance', 'Sport', 'Thriller']",['English']
tt0169615,Birth of a Baby,1h 12m,,3.8,9,,,https://www.imdb.com/title/tt0169615/,"['Arthur L. Jarrett', 'Burk Symon']",['Al Christie'],"['Eleanore King', 'Richard Gordon', 'Ruth Matteson', 'Josephine Dunn', 'William Post Jr.', 'Frederica Going', 'Helen Hawley', 'Kathleen Comegys', 'Robert Ober', 'Edith Gresham']","$43,000 (estimated)",,,,28-09-1938,['United States'],,"['American Committee on Maternal Welfare Inc.', 'Special Pictures Corporation']",,"['Docudrama', 'Drama']",['English']
tt31456973,Alarum,1h 35m,R,3.3,2.2K,23,"Two rogue spies go off-grid, marry, and come under attack at their remote cabin hideaway by various intel agencies seeking a stolen hard drive.",https://www.imdb.com/title/tt31456973/,['Alexander Vesha'],['Michael Polish'],"['Scott Eastwood', 'Sylvester Stallone', 'Willa Fitzgerald', 'Mike Colter', 'D.W. Moffett', 'Isis Valverde', 'Joel Cohen', 'Mark Polish', 'Abigail Spear', 'Anton Narinskiy']","$20,000,000 (estimated)",,"$189,036",,16-01-2025,['United States'],"['Oxford, Ohio, USA']","['BondIt Media Capital', 'Convergence Entertainment Group', 'Grindstone Entertainment Group']",,"['Action', 'Crime', 'Thriller']",['English']
tt1932767,What Maisie Knew,1h 39m,R,7.4,29K,74,"In New York City, a young girl is caught in the middle of her parents' bitter custody battle.",https://www.imdb.com/title/tt1932767/,"['Nancy Doyne', 'Carroll Cartwright', 'Henry James']","['Scott McGehee', 'David Siegel']","['Julianne Moore', 'Alexander Skarsgård', 'Steve Coogan', 'Joanna Vanderham', 'Onata Aprile', 'Sadie Rae', 'Jesse Stone Spadaccini', 'Diana García', 'Amelia Campbell', 'Maddie Corman']","$6,000,000 (estimated)","$21,480","$2,711,379","$1,066,471",03-05-2013,['United States'],"['The High Line, Manhattan, New York City, New York, USA (Maisie and Lincoln play at the High Line)']","['Red Crown Productions', 'Weinstock Productions', '10th Hole Productions']",,['Drama'],['English']
tt0048593,The Sea Chase,1h 57m,Approved,6.4,3.5K,,"As World War II begins, German freighter Captain Karl Ehrlich tries to get his ship back to Germany through a gauntlet of Allied warships.",https://www.imdb.com/title/tt0048593/,"['James Warner Bellah', 'John Twist', 'Andrew Geer']",['John Farrow'],"['John Wayne', 'Lana Turner', 'David Farrar', 'Lyle Bettger', 'Tab Hunter', 'James Arness', 'Richard Davalos', 'John Qualen', 'Paul Fix', 'Lowell Gilmore']",,,,,04-06-1955,['United States'],"['Hawaii, USA (scenes of the ship at sea and on the island)']",['Warner Bros.'],,"['Action', 'Drama', 'War']","['English', 'German']"
tt0036311,Rhythm of the Islands,1h,Approved,5,42,,"On the only Pacific island untouched by and unaware of World-War-Two, American beachcombers Tommy (Allan Jones) and Eddie Dolan (Andy Devine) sell off Paradise Island to American millionaire Holton (Ernest Truex) who has a daughter, Joan (Jane Frazee), ready to fall in love with Tommy. None of this sets too well with the island natives.",https://www.imdb.com/title/tt0036311/,"['Oscar Brodney', 'M.M. Musselman']",['Roy William Neill'],"['Allan Jones', 'Jane Frazee', 'Andy Devine', 'Ernest Truex', 'Marjorie Gateson', 'Mary Wickes', 'Acquanetta', 'Nestor Paiva', 'John Maxwell', 'Maceo Anderson']",,,,,16-04-1943,['United States'],"['Universal Studios - 100 Universal City Plaza, Universal City, California, USA (Studio)']",['Universal Pictures'],,"['Adventure', 'Comedy', 'Music', 'Romance']",['English']
tt0027807,It Couldn't Have Happened (But It Did),1h 10m,Approved,6,162,,"When a play's two producers are murdered, the playwright tries to solve the crime.",https://www.imdb.com/title/tt0027807/,['Arthur T. Horman'],['Phil Rosen'],"['Reginald Denny', 'Evelyn Brent', 'Jack La Rue', 'Inez Courtney', 'Hugh Marlowe', 'Claude King', 'Bryant Washburn', 'Robert Homans', 'Crauford Kent', 'Robert Frazer']",,,,,01-08-1936,['United States'],"['Mayan Theater - 1038 Hill Street, Downtown, Los Angeles, California, USA']",['Invincible Pictures Corp.'],,"['Whodunnit', 'Comedy', 'Crime', 'Mystery', 'Romance']",['English']
